,actual_epochs,dataset.name,dataset.samples_train,gradient_norm_test,gradient_norm_train,log_dir,loss_test,loss_train,model.batch_size,model.epochs,model.error_threshold,model.hidden_size,model.init_scale,model.iteration,model.learning_rate,model.model_id,model.name,model.weights_product_reg_coef,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_product,weights_rms
71,3063,mnist01,10000,0.531703770160675,0.5222299695014954,./d.n=mnist01_m.lr=0.01_m.wprc=1e-05,0.00041530164889991283,1.0192696208832785e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist01_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,1.7435429096221924,1.9047514200210571,0.9820119738578796,1.046081304550171,6.09189510345459,0.008531972587342788
72,4203,mnist16,10000,0.7934896349906921,0.7656193375587463,./d.n=mnist16_m.lr=0.01_m.wprc=0,0.013288093730807304,1.2028219316562172e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist16_m.lr=0.01_m.wprc=0,shallow,0.0,2.8142788410186768,2.8065061569213867,0.9647871851921082,1.0160166025161743,8.670760154724121,0.009776173249364223
73,2622,mnist17,10000,0.90134596824646,0.8278596997261047,./d.n=mnist17_m.lr=0.1_m.wprc=1e-05,0.026606185361742973,9.25753829505993e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist17_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.612874984741211,2.538801908493042,1.0700539350509644,1.1446877717971802,13.988629341125488,0.014027569500822297
74,3276,mnist19,10000,0.5950927734375,0.6009364724159241,./d.n=mnist19_m.lr=0.1_m.wprc=1e-05,0.016349297016859055,1.3425135875877459e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist19_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.092515230178833,2.145406723022461,1.042702317237854,1.0801125764846802,11.145837783813477,0.012872521118757795
75,3490,mnist38,10000,1.092697262763977,1.0405021905899048,./d.n=mnist38_m.lr=0.01_m.wprc=1e-05,0.040369950234889984,1.059057376551209e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist38_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,5.646121978759766,5.614306449890137,1.2047992944717407,1.2438040971755981,18.395957946777344,0.014407075842516872
76,4223,mnist29,10000,0.9999634623527527,0.9959820508956909,./d.n=mnist29_m.lr=0.01_m.wprc=1e-05,0.023596514016389847,3.6438101233216e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist29_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,3.6156156063079834,3.654552459716797,1.0651183128356934,1.04171621799469,11.475554466247559,0.011153208419415854
77,1565,mnist04,10000,0.4882151484489441,0.4528001546859741,./d.n=mnist04_m.lr=0.1_m.wprc=1e-05,0.009342159144580364,1.0958277016470674e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist04_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,1.913362979888916,1.8287616968154907,1.1271677017211914,1.2041586637496948,10.040663719177246,0.012427581984436454
78,1081,mnist57,10000,0.6702662110328674,0.6269327402114868,./d.n=mnist57_m.lr=0.1_m.wprc=0,0.02186187170445919,3.2254709367407486e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist57_m.lr=0.1_m.wprc=0,shallow,0.0,2.5398335456848145,2.571941375732422,1.1307564973831177,1.1721969842910767,12.73501205444336,0.013347693990796258
79,1912,mnist19,10000,0.6148093342781067,0.6228989362716675,./d.n=mnist19_m.lr=0.1_m.wprc=0,0.01645766757428646,9.348843377665617e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist19_m.lr=0.1_m.wprc=0,shallow,0.0,2.0727434158325195,2.204832077026367,1.0560708045959473,1.1311931610107422,12.83151912689209,0.013151613630537823
80,3064,mnist35,10000,1.324752926826477,1.2528022527694702,./d.n=mnist35_m.lr=0.01_m.wprc=0,0.04170560464262962,1.1115535016870126e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist35_m.lr=0.01_m.wprc=0,shallow,0.0,6.242705821990967,6.296617031097412,1.2016823291778564,1.198642611503601,19.908218383789062,0.014739200180278491
81,1241,mnist48,10000,0.662153959274292,0.6203709244728088,./d.n=mnist48_m.lr=0.1_m.wprc=0,0.022811133414506912,1.647042518015951e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist48_m.lr=0.1_m.wprc=0,shallow,0.0,2.7349867820739746,2.75253963470459,1.199524998664856,1.2257869243621826,16.38658905029297,0.015686654825402054
82,3111,mnist25,10000,0.9704857468605042,0.9710783958435059,./d.n=mnist25_m.lr=0.01_m.wprc=1e-05,0.012962333858013153,1.2467870874388609e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist25_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,3.90142560005188,4.015989303588867,1.076238989830017,1.1519861221313477,11.972304344177246,0.011273173304160094
83,2984,mnist67,10000,1.220337152481079,1.1983935832977295,./d.n=mnist67_m.lr=0.01_m.wprc=0,0.011227351613342762,1.3934081835031975e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist67_m.lr=0.01_m.wprc=0,shallow,0.0,2.038351058959961,2.0958805084228516,1.0087347030639648,1.0850937366485596,6.900023460388184,0.008850588172010886
84,1409,mnist03,10000,0.6032118797302246,0.5378285646438599,./d.n=mnist03_m.lr=0.1_m.wprc=0,0.010298647917807102,1.584450001246296e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist03_m.lr=0.1_m.wprc=0,shallow,0.0,2.302781820297241,2.2192792892456055,1.1385807991027832,1.2042077779769897,13.764021873474121,0.014245257335779481
85,4523,mnist78,10000,0.9720336198806763,0.9344500303268433,./d.n=mnist78_m.lr=0.01_m.wprc=0,0.02614760957658291,1.168645940197166e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist78_m.lr=0.01_m.wprc=0,shallow,0.0,4.075500011444092,4.137640953063965,1.0928220748901367,1.1287317276000977,12.677533149719238,0.011888813206803087
86,3946,mnist04,10000,0.45595407485961914,0.4492124915122986,./d.n=mnist04_m.lr=0.01_m.wprc=0,0.005526457913219929,1.2116157449781895e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist04_m.lr=0.01_m.wprc=0,shallow,0.0,2.679273843765259,2.6248583793640137,0.9939485192298889,1.0366955995559692,8.37387466430664,0.009706192610230471
87,1274,mnist07,10000,0.6027117967605591,0.5697165727615356,./d.n=mnist07_m.lr=0.1_m.wprc=0,0.01187515165656805,7.829172318452038e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist07_m.lr=0.1_m.wprc=0,shallow,0.0,1.7085436582565308,1.730899691581726,1.1616942882537842,1.1607624292373657,9.378511428833008,0.012052780088248597
88,4750,mnist46,10000,0.9234997034072876,0.9072976112365723,./d.n=mnist46_m.lr=0.01_m.wprc=1e-05,0.025999415665864944,2.714667971304152e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist46_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,3.621365547180176,3.699769973754883,1.101015567779541,1.0837821960449219,11.725007057189941,0.011221437116752206
89,1034,mnist46,10000,0.7300090193748474,0.684921383857727,./d.n=mnist46_m.lr=0.1_m.wprc=0,0.029060421511530876,2.2802300009061582e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist46_m.lr=0.1_m.wprc=0,shallow,0.0,2.469564914703369,2.5395596027374268,1.190311312675476,1.1668673753738403,14.482449531555176,0.0140933593432493
90,1154,mnist35,10000,1.0810847282409668,0.969342827796936,./d.n=mnist35_m.lr=0.1_m.wprc=0,0.052375677973032,9.33588671614416e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist35_m.lr=0.1_m.wprc=0,shallow,0.0,4.510525226593018,4.475953578948975,1.2833995819091797,1.350195288658142,26.117403030395508,0.020538273745990075
91,1942,mnist03,10000,0.5128607153892517,0.4550355076789856,./d.n=mnist03_m.lr=0.1_m.wprc=1e-05,0.009150419384241104,9.006038453662768e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist03_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.1105456352233887,2.106511116027832,1.1545876264572144,1.1619516611099243,12.576279640197754,0.014463117154510527
92,878,mnist45,10000,0.5671275854110718,0.5378487706184387,./d.n=mnist45_m.lr=0.1_m.wprc=0,0.012352192774415016,1.7770862541510724e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist45_m.lr=0.1_m.wprc=0,shallow,0.0,2.6412734985351562,2.630843162536621,1.2674264907836914,1.1998512744903564,13.18470287322998,0.01353998473537822
93,3916,mnist27,10000,1.4619287252426147,1.4609955549240112,./d.n=mnist27_m.lr=0.01_m.wprc=0,0.03846728429198265,7.107476903911447e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist27_m.lr=0.01_m.wprc=0,shallow,0.0,4.91091775894165,4.8234758377075195,1.1340715885162354,1.1788592338562012,15.865063667297363,0.013037359451226117
94,1253,mnist07,10000,0.5796324610710144,0.5473137497901917,./d.n=mnist07_m.lr=0.1_m.wprc=1e-05,0.011122009716928005,9.800807674764656e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist07_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,1.6362202167510986,1.6338481903076172,1.1075959205627441,1.1579086780548096,8.718474388122559,0.011599242945181014
95,940,mnist23,10000,0.8947065472602844,0.8415073752403259,./d.n=mnist23_m.lr=0.1_m.wprc=0,0.03160897269845009,1.1075617294409312e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist23_m.lr=0.1_m.wprc=0,shallow,0.0,3.5719265937805176,3.5856947898864746,1.2937016487121582,1.2622065544128418,22.615917205810547,0.018144687170299257
96,5487,mnist89,10000,1.0465624332427979,1.0029823780059814,./d.n=mnist89_m.lr=0.01_m.wprc=1e-05,0.031044725328683853,9.209325980918948e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist89_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,5.1611738204956055,5.135132312774658,1.1527920961380005,1.185150384902954,15.511740684509277,0.013392710528144893
97,1866,mnist16,10000,0.570161759853363,0.5375832319259644,./d.n=mnist16_m.lr=0.1_m.wprc=0,0.01417485997080803,1.0024570656241849e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist16_m.lr=0.1_m.wprc=0,shallow,0.0,1.9013829231262207,1.9442447423934937,1.0574350357055664,1.0392472743988037,10.283157348632812,0.012406611675416996
98,1268,mnist04,10000,0.5118565559387207,0.4792139232158661,./d.n=mnist04_m.lr=0.1_m.wprc=0,0.01013377495110035,9.62105787039036e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist04_m.lr=0.1_m.wprc=0,shallow,0.0,1.9804754257202148,1.9031227827072144,1.140305757522583,1.207884430885315,10.814847946166992,0.0125569823981849
99,1382,mnist02,10000,0.634677529335022,0.5672580003738403,./d.n=mnist02_m.lr=0.1_m.wprc=1e-05,0.019944461062550545,8.434185474470723e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist02_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.484267473220825,2.4930260181427,1.2110295295715332,1.250485897064209,14.679901123046875,0.014785760671717711
100,4074,mnist49,10000,1.3743573427200317,1.2498157024383545,./d.n=mnist49_m.lr=0.1_m.wprc=1e-05,0.08051614463329315,1.4396140613825992e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist49_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,5.362404823303223,5.388688087463379,1.2861645221710205,1.3242331743240356,30.19577407836914,0.02406027788878068
101,1587,mnist14,10000,0.5212164521217346,0.5142967700958252,./d.n=mnist14_m.lr=0.1_m.wprc=0,0.005726758856326342,7.163981081248494e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist14_m.lr=0.1_m.wprc=0,shallow,0.0,1.8145231008529663,1.8396950960159302,1.096347451210022,1.0181756019592285,11.395906448364258,0.012556501301277685
102,1964,mnist15,10000,0.6131722331047058,0.5822386145591736,./d.n=mnist15_m.lr=0.1_m.wprc=1e-05,0.009578346274793148,1.923827403516043e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist15_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.23785400390625,2.296894073486328,1.1595778465270996,1.13997483253479,9.90819263458252,0.012059241324615392
103,4700,mnist36,10000,0.7288684248924255,0.7134965658187866,./d.n=mnist36_m.lr=0.01_m.wprc=1e-05,0.010243801400065422,9.777009836398065e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist36_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,2.875274419784546,2.9275388717651367,1.0555107593536377,1.044925570487976,8.674373626708984,0.009890821148922887
104,2445,mnist79,10000,1.0783659219741821,1.031214952468872,./d.n=mnist79_m.lr=0.1_m.wprc=1e-05,0.04371153190732002,7.492465556424577e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist79_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,3.909456968307495,4.001967906951904,1.2629057168960571,1.3073911666870117,25.186450958251953,0.019923819510578106
105,2662,mnist14,10000,0.537335216999054,0.5234240889549255,./d.n=mnist14_m.lr=0.1_m.wprc=1e-05,0.005261434242129326,1.1212298886675853e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist14_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,1.82406485080719,1.787325143814087,1.161618709564209,0.9892303347587585,10.108266830444336,0.012199044206860308
106,1028,mnist38,10000,0.9631458520889282,0.8749432563781738,./d.n=mnist38_m.lr=0.1_m.wprc=0,0.042074721306562424,7.672472747799475e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist38_m.lr=0.1_m.wprc=0,shallow,0.0,3.7501063346862793,3.842625379562378,1.288521409034729,1.3001492023468018,25.128631591796875,0.019629473521510243
107,1033,mnist26,10000,0.6370064616203308,0.6161143779754639,./d.n=mnist26_m.lr=0.1_m.wprc=0,0.02689388580620289,3.2322222978109494e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist26_m.lr=0.1_m.wprc=0,shallow,0.0,2.579998254776001,2.644554615020752,1.277259111404419,1.2683979272842407,14.765766143798828,0.01444036277695316
108,1762,mnist78,10000,0.7836158275604248,0.7240053415298462,./d.n=mnist78_m.lr=0.1_m.wprc=1e-05,0.03272250294685364,5.316616443451494e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist78_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.7726590633392334,2.7872958183288574,1.172739028930664,1.1902227401733398,15.01628303527832,0.015349393165798449
109,3172,mnist28,10000,1.0494838953018188,1.0244871377944946,./d.n=mnist28_m.lr=0.01_m.wprc=0,0.035072773694992065,7.320977601921186e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist28_m.lr=0.01_m.wprc=0,shallow,0.0,5.12203311920166,5.167548179626465,1.194901466369629,1.181106448173523,16.02181053161621,0.013466413343788647
110,4590,mnist39,10000,1.0022941827774048,0.9863690733909607,./d.n=mnist39_m.lr=0.01_m.wprc=0,0.026978028938174248,7.923827070044354e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist39_m.lr=0.01_m.wprc=0,shallow,0.0,5.224917411804199,5.294989109039307,1.1167161464691162,1.0916951894760132,15.669204711914062,0.01326143001218568
111,5043,mnist68,10000,0.8688927292823792,0.8373465538024902,./d.n=mnist68_m.lr=0.01_m.wprc=0,0.025400521233677864,1.1682542208291125e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist68_m.lr=0.01_m.wprc=0,shallow,0.0,4.0506110191345215,4.1733174324035645,1.084706425666809,1.1057147979736328,13.269527435302734,0.012230374294125549
112,2831,mnist12,10000,0.7275892496109009,0.7122624516487122,./d.n=mnist12_m.lr=0.1_m.wprc=1e-05,0.019545281305909157,8.266192708106246e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist12_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.35396146774292,2.3891451358795166,1.0961930751800537,1.1407039165496826,13.23360538482666,0.013988707356362255
113,4721,mnist79,10000,1.3913989067077637,1.402419924736023,./d.n=mnist79_m.lr=0.01_m.wprc=1e-05,0.044517017900943756,1.0974504220939707e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist79_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,6.6060662269592285,6.828289985656738,1.2571274042129517,1.220304012298584,21.606264114379883,0.015371057943143725
114,1363,mnist78,10000,0.7798384428024292,0.716622531414032,./d.n=mnist78_m.lr=0.1_m.wprc=0,0.029976818710565567,2.2311083739623427e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist78_m.lr=0.1_m.wprc=0,shallow,0.0,2.5547444820404053,2.588378429412842,1.2017570734024048,1.2027255296707153,16.060976028442383,0.015420187196433196
115,3294,mnist23,10000,1.0386347770690918,1.0146347284317017,./d.n=mnist23_m.lr=0.01_m.wprc=1e-05,0.02958482690155506,8.201876880775671e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist23_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,5.1001200675964355,5.322057723999023,1.0994501113891602,1.1606454849243164,16.461864471435547,0.01348939351847762
116,1240,mnist45,10000,0.5830690860748291,0.5545466542243958,./d.n=mnist45_m.lr=0.1_m.wprc=1e-05,0.01340699102729559,1.2888695891888347e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist45_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.6498382091522217,2.725148916244507,1.1335378885269165,1.1996220350265503,12.59627914428711,0.013547707494966296
117,4632,mnist56,10000,1.0008269548416138,0.9888996481895447,./d.n=mnist56_m.lr=0.01_m.wprc=1e-05,0.034245382994413376,8.318083018821198e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist56_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,4.975785732269287,5.0974345207214355,1.0856003761291504,1.097347378730774,15.462932586669922,0.013154839971068812
118,924,mnist29,10000,0.7682107090950012,0.7558420300483704,./d.n=mnist29_m.lr=0.1_m.wprc=0,0.023932285606861115,5.824598702020012e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist29_m.lr=0.1_m.wprc=0,shallow,0.0,2.430203437805176,2.475585460662842,1.209253191947937,1.199542760848999,13.841330528259277,0.014285540460010075
119,908,mnist58,10000,0.9415678977966309,0.8534243106842041,./d.n=mnist58_m.lr=0.1_m.wprc=0,0.0429830402135849,9.48809156398056e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist58_m.lr=0.1_m.wprc=0,shallow,0.0,3.7502357959747314,3.710554361343384,1.314949870109558,1.3280211687088013,21.911958694458008,0.018482106513390082
120,1871,mnist28,10000,1.0505307912826538,0.9654949903488159,./d.n=mnist28_m.lr=0.1_m.wprc=0,0.048135094344615936,1.245906332769664e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist28_m.lr=0.1_m.wprc=0,shallow,0.0,3.661254405975342,3.728114604949951,1.2688568830490112,1.256414532661438,23.602500915527344,0.020086346378416328
121,5218,mnist78,10000,0.980366587638855,0.9458458423614502,./d.n=mnist78_m.lr=0.01_m.wprc=1e-05,0.02486499585211277,1.544015140098054e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist78_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,3.982609272003174,3.9331488609313965,1.1597425937652588,1.0023609399795532,12.37611198425293,0.011724552993226885
122,5050,mnist89,10000,1.054803490638733,1.00933039188385,./d.n=mnist89_m.lr=0.01_m.wprc=0,0.0302585419267416,8.52243374538375e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist89_m.lr=0.01_m.wprc=0,shallow,0.0,5.314717769622803,5.251112461090088,1.1212207078933716,1.1309252977371216,15.877808570861816,0.013526135515447726
123,3622,mnist07,10000,0.8218728303909302,0.8175399899482727,./d.n=mnist07_m.lr=0.01_m.wprc=1e-05,0.007919800467789173,8.016696483537089e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist07_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,2.4693033695220947,2.4435105323791504,1.054874062538147,1.0458849668502808,7.70194149017334,0.009329486131053605
124,1208,mnist56,10000,0.8048907518386841,0.7535626888275146,./d.n=mnist56_m.lr=0.1_m.wprc=1e-05,0.03521173819899559,1.1178243767062668e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist56_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,3.1567282676696777,3.2861011028289795,1.2067456245422363,1.277566909790039,18.980833053588867,0.016510356497210166
125,4904,mnist48,10000,0.6091169118881226,0.5898554921150208,./d.n=mnist48_m.lr=0.01_m.wprc=1e-05,0.014964018017053604,3.2370455301133916e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist48_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,3.729367733001709,3.8645904064178467,1.0534816980361938,1.045257568359375,11.530938148498535,0.011408760643446198
126,3803,mnist69,10000,1.335667371749878,1.3325623273849487,./d.n=mnist69_m.lr=0.01_m.wprc=1e-05,0.00951899029314518,5.7420696975896135e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist69_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,2.3330178260803223,2.480478525161743,0.9790289998054504,1.0495187044143677,7.652446269989014,0.009327155675112492
127,3291,mnist23,10000,1.0581791400909424,1.0329921245574951,./d.n=mnist23_m.lr=0.01_m.wprc=0,0.028762875124812126,1.4229442967916839e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist23_m.lr=0.01_m.wprc=0,shallow,0.0,5.105992317199707,5.308795928955078,1.1641477346420288,1.1341900825500488,16.787837982177734,0.01363762582349986
128,4872,mnist09,10000,0.7980985045433044,0.765900731086731,./d.n=mnist09_m.lr=0.01_m.wprc=0,0.01630696840584278,1.1442683899076656e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist09_m.lr=0.01_m.wprc=0,shallow,0.0,3.247877836227417,3.2167298793792725,1.0435725450515747,0.9975212812423706,10.14083194732666,0.010704329114927073
129,3981,mnist04,10000,0.43362072110176086,0.42945972084999084,./d.n=mnist04_m.lr=0.01_m.wprc=1e-05,0.005568031221628189,1.1468939192127436e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist04_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,2.658867835998535,2.651364326477051,1.0499088764190674,1.0404343605041504,8.045404434204102,0.009561599016301919
130,5144,mnist06,10000,0.7356036901473999,0.6896960735321045,./d.n=mnist06_m.lr=0.01_m.wprc=0,0.02588850073516369,1.1286705557722598e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist06_m.lr=0.01_m.wprc=0,shallow,0.0,3.8652572631835938,3.777209997177124,1.0332618951797485,1.0798420906066895,12.187841415405273,0.01174720264913037
131,3894,mnist58,10000,1.009062647819519,0.964735746383667,./d.n=mnist58_m.lr=0.01_m.wprc=1e-05,0.038434501737356186,9.36424476094544e-06,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist58_m.lr=0.01_m.wprc=1e-05,shallow,1e-05,5.409810543060303,5.496849536895752,1.215349555015564,1.2564611434936523,17.53590965270996,0.0138517895833099
132,672,mnist25,10000,0.7288182377815247,0.7235878705978394,./d.n=mnist25_m.lr=0.1_m.wprc=0,0.01527722179889679,7.2363627623417415e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist25_m.lr=0.1_m.wprc=0,shallow,0.0,2.846733808517456,2.884561777114868,1.229339599609375,1.2905019521713257,14.097164154052734,0.014174602331589183
133,753,mnist24,10000,0.6610713005065918,0.6530616879463196,./d.n=mnist24_m.lr=0.1_m.wprc=0,0.023231513798236847,8.613188583694864e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist24_m.lr=0.1_m.wprc=0,shallow,0.0,2.656254291534424,2.6975677013397217,1.1912553310394287,1.2662094831466675,14.805170059204102,0.014228142192075173
134,1438,mnist47,10000,0.78087317943573,0.6918630599975586,./d.n=mnist47_m.lr=0.1_m.wprc=0,0.023469354957342148,9.485048394708429e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist47_m.lr=0.1_m.wprc=0,shallow,0.0,3.009230852127075,3.03371000289917,1.176005482673645,1.159361481666565,19.174882888793945,0.01661026625762512
135,1209,mnist46,10000,0.6995985507965088,0.6579412817955017,./d.n=mnist46_m.lr=0.1_m.wprc=1e-05,0.02829686366021633,9.591726666258182e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist46_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.4319639205932617,2.4695584774017334,1.1435483694076538,1.148013949394226,13.388174057006836,0.013885808422180556
136,1071,mnist34,10000,0.5073664784431458,0.4670927822589874,./d.n=mnist34_m.lr=0.1_m.wprc=0,0.010094929486513138,6.9007892307126895e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist34_m.lr=0.1_m.wprc=0,shallow,0.0,2.198777437210083,2.2252562046051025,1.1457263231277466,1.1719540357589722,12.470152854919434,0.013361613891809765
137,1261,mnist36,10000,0.6631983518600464,0.6137211322784424,./d.n=mnist36_m.lr=0.1_m.wprc=0,0.01617516577243805,2.5249253667425364e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist36_m.lr=0.1_m.wprc=0,shallow,0.0,2.2338294982910156,2.3277671337127686,1.1124008893966675,1.2037562131881714,12.916090965270996,0.01395840922158126
138,1518,mnist68,10000,0.856778621673584,0.8072967529296875,./d.n=mnist68_m.lr=0.1_m.wprc=0,0.035993319004774094,7.715578249190003e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist68_m.lr=0.1_m.wprc=0,shallow,0.0,2.695787191390991,2.786663055419922,1.2348310947418213,1.253616452217102,19.142498016357422,0.017213768896610075
139,2025,mnist08,10000,0.6036596894264221,0.5313066244125366,./d.n=mnist08_m.lr=0.1_m.wprc=1e-05,0.02033899538218975,8.701426850166172e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist08_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.2977559566497803,2.3254005908966064,1.162729263305664,1.2117397785186768,14.53898811340332,0.015041864817027585
140,2006,mnist09,10000,0.6925031542778015,0.6229146718978882,./d.n=mnist09_m.lr=0.1_m.wprc=1e-05,0.018615536391735077,4.7945148253347725e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist09_m.lr=0.1_m.wprc=1e-05,shallow,1e-05,2.131155252456665,2.1908376216888428,1.120309591293335,1.1633669137954712,12.575385093688965,0.01367384557957243
141,1796,mnist13,10000,0.600953221321106,0.5509868264198303,./d.n=mnist13_m.lr=0.1_m.wprc=0,0.01343319471925497,1.3194425264373422e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist13_m.lr=0.1_m.wprc=0,shallow,0.0,2.2996599674224854,2.3190011978149414,1.1609392166137695,1.1605784893035889,13.16067886352539,0.013267158779942787
142,3017,mnist25,10000,1.0013352632522583,0.9995228052139282,./d.n=mnist25_m.lr=0.01_m.wprc=0,0.014006538316607475,1.4511941117234528e-05,64,15000,1e-05,256,0.01,0,0.01,d.n=mnist25_m.lr=0.01_m.wprc=0,shallow,0.0,3.890301465988159,3.923146963119507,1.1239489316940308,1.0957876443862915,12.373346328735352,0.011438876442527179
143,2395,mnist18,10000,0.7905491590499878,0.7664191722869873,./d.n=mnist18_m.lr=0.1_m.wprc=0,0.011716334149241447,1.5119677300390322e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist18_m.lr=0.1_m.wprc=0,shallow,0.0,2.9885566234588623,3.1904995441436768,1.2049872875213623,1.2483371496200562,19.054773330688477,0.016463595012681756
