,actual_epochs,dataset.name,dataset.samples_train,gradient_norm_squared_test,gradient_norm_squared_train,gradient_norm_test,gradient_norm_train,log_dir,loss_test,loss_train,model.batch_size,model.epochs,model.error_threshold,model.hidden_size,model.init_scale,model.iteration,model.learning_rate,model.model_id,model.name,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_product,weights_rms
619,10017,mnist18,256,1.321283221244812,1.271989345550537,1.1356122493743896,1.1168570518493652,./d.n=mnist18_d.st=256_m.i=2,0.1148829311132431,9.931616659741849e-06,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist18_d.st=256_m.i=2,shallow,1.303045630455017,1.2783424854278564,1.156213402748108,1.0233458280563354,3.8262860774993896,0.006839159475888396
620,3305,mnist46,4096,0.9600940346717834,0.9305275678634644,0.9670163989067078,0.9528780579566956,./d.n=mnist46_d.st=4096_m.i=1,0.03785290569067001,1.0384708730271086e-05,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist46_d.st=4096_m.i=1,shallow,2.826857328414917,2.75644588470459,1.0640454292297363,1.0941985845565796,8.3717622756958,0.009576672753487477
621,4428,mnist08,128,0.5379469990730286,0.5083979964256287,0.7216349840164185,0.6962810754776001,./d.n=mnist08_d.st=128_m.i=0,0.12062440067529678,9.877412594505586e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist08_d.st=128_m.i=0,shallow,0.3659648001194,0.39422327280044556,1.0708492994308472,0.9891771078109741,1.7824909687042236,0.005358409417116198
622,3595,mnist08,64,0.30179673433303833,0.28837671875953674,0.5439773201942444,0.5295933485031128,./d.n=mnist08_d.st=64_m.i=1,0.1617065966129303,9.979456081055105e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist08_d.st=64_m.i=1,shallow,0.21983171999454498,0.22826217114925385,1.0364397764205933,0.9465298056602478,1.373884677886963,0.005068542042609855
623,3617,mnist37,2048,1.7092421054840088,1.562333106994629,1.2329481840133667,1.1790844202041626,./d.n=mnist37_d.st=2048_m.i=2,0.060953717678785324,1.2513619367382489e-05,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist37_d.st=2048_m.i=2,shallow,2.7584474086761475,2.662351131439209,1.0875378847122192,1.1223950386047363,8.192914962768555,0.009435630674395094
624,5757,mnist78,512,1.3762565851211548,1.2418482303619385,1.129543662071228,1.0763373374938965,./d.n=mnist78_d.st=512_m.i=2,0.11110249161720276,9.824001608649269e-06,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist78_d.st=512_m.i=2,shallow,1.4568742513656616,1.4542076587677002,1.07515287399292,1.0424314737319946,4.039693832397461,0.0070052377045569094
625,3941,mnist56,256,1.628940224647522,1.5551939010620117,1.2134042978286743,1.1965291500091553,./d.n=mnist56_d.st=256_m.i=2,0.23819416761398315,9.805250556382816e-06,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist56_d.st=256_m.i=2,shallow,1.3458706140518188,1.355966329574585,1.1374797821044922,1.0454248189926147,3.5743868350982666,0.0066548557843605595
626,4142,mnist03,128,0.3713717460632324,0.34744518995285034,0.6024214625358582,0.5849652886390686,./d.n=mnist03_d.st=128_m.i=1,0.1049848198890686,9.904542821459472e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist03_d.st=128_m.i=1,shallow,0.6514264345169067,0.6566343903541565,1.0650190114974976,1.0462936162948608,1.9479970932006836,0.005507248677606217
627,2663,mnist24,4096,0.6763094663619995,0.6848260164260864,0.7827779650688171,0.792019248008728,./d.n=mnist24_d.st=4096_m.i=1,0.02915555238723755,9.48360229813261e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist24_d.st=4096_m.i=1,shallow,2.9477944374084473,3.025811195373535,1.1142817735671997,1.1027653217315674,8.698620796203613,0.0097572829089886
628,3627,mnist36,4096,0.657379150390625,0.613010585308075,0.7582404613494873,0.7399328947067261,./d.n=mnist36_d.st=4096_m.i=1,0.020802905783057213,1.661601709201932e-05,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist36_d.st=4096_m.i=1,shallow,2.492605209350586,2.57966947555542,1.0889965295791626,1.0848288536071777,7.219203472137451,0.009000579772046121
629,4788,mnist27,64,0.45387062430381775,0.29453933238983154,0.6573875546455383,0.5316904783248901,./d.n=mnist27_d.st=64_m.i=0,0.2657347023487091,9.987195880967192e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist27_d.st=64_m.i=0,shallow,0.5666375756263733,0.6197407841682434,1.103875756263733,1.0074459314346313,1.7490512132644653,0.005337863475538009
630,4014,mnist47,4096,0.9792262315750122,0.8745378255844116,0.9637817144393921,0.9227739572525024,./d.n=mnist47_d.st=4096_m.i=0,0.030329976230859756,1.3333741662790999e-05,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist47_d.st=4096_m.i=0,shallow,3.6770150661468506,3.5360517501831055,1.0663386583328247,1.0530595779418945,10.274149894714355,0.010529789709980098
631,5533,mnist56,128,0.9770208597183228,0.9250084757804871,0.9356009364128113,0.9045615196228027,./d.n=mnist56_d.st=128_m.i=1,0.23443496227264404,9.948894330591429e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist56_d.st=128_m.i=1,shallow,0.8515493869781494,0.826417863368988,1.1654438972473145,1.0584975481033325,2.498945951461792,0.005907355155564298
632,4676,mnist46,64,0.3052675724029541,0.23439577221870422,0.5432156920433044,0.47883790731430054,./d.n=mnist46_d.st=64_m.i=1,0.1917981505393982,9.985617907659616e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist46_d.st=64_m.i=1,shallow,0.46994373202323914,0.48535454273223877,1.0496940612792969,0.9508079886436462,1.6046934127807617,0.005209650919164215
633,5055,mnist07,128,0.4325101971626282,0.3880006670951843,0.6472724676132202,0.6155825853347778,./d.n=mnist07_d.st=128_m.i=0,0.11326371133327484,9.95682603388559e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist07_d.st=128_m.i=0,shallow,0.7474229335784912,0.78574538230896,1.0314465761184692,0.9701289534568787,2.079341173171997,0.005575019976504772
634,3163,mnist79,2048,2.1786274909973145,2.1754534244537354,1.449466347694397,1.4451086521148682,./d.n=mnist79_d.st=2048_m.i=1,0.09833122789859772,9.490942829870619e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist79_d.st=2048_m.i=1,shallow,3.7706801891326904,3.802940845489502,1.1347298622131348,1.2151050567626953,10.727054595947266,0.010677817576717121
