,actual_epochs,dataset.name,dataset.samples_train,error,gradient_norm_test,gradient_norm_train,log_dir,loss_test,loss_train,model.batch_size,model.epochs,model.error_threshold,model.gradient_norm_reg_coef,model.hidden_size,model.init_scale,model.iteration,model.learning_rate,model.model_id,model.name,model.weights_product_reg_coef,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_product,weights_rms
183,6057.0,mnist35,10000,,0.6386389136314392,0.5771102905273438,./d.n=mnist35_m.gnrc=0.001_m.lr=0.01,0.03975631296634674,1.8234211893286556e-05,64,15000,1e-05,0.001,256,0.01,0,0.01,d.n=mnist35_m.gnrc=0.001_m.lr=0.01,shallow,0,6.306995868682861,6.248654365539551,1.1858309507369995,1.2364017963409424,19.566545486450195,0.014831852338892827
184,2318.0,mnist68,10000,,0.9389371871948242,0.8645782470703125,./d.n=mnist68_m.gnrc=0_m.lr=0.1,0.042094774544239044,3.0494038583128713e-05,64,15000,1e-05,0.0,256,0.01,0,0.1,d.n=mnist68_m.gnrc=0_m.lr=0.1,shallow,0,2.896857976913452,2.9952621459960938,1.2004019021987915,1.1858688592910767,20.3175048828125,0.01809334053292868
185,5409.0,mnist26,10000,,0.30778685212135315,0.289082407951355,./d.n=mnist26_m.gnrc=0.001_m.lr=0.01,0.025977013632655144,1.637635796214454e-05,64,15000,1e-05,0.001,256,0.01,0,0.01,d.n=mnist26_m.gnrc=0.001_m.lr=0.01,shallow,0,3.7292513847351074,3.8508009910583496,1.0671296119689941,1.1329360008239746,12.285780906677246,0.011620520092241887
186,4139.0,mnist79,10000,,1.4952762126922607,1.501227855682373,./d.n=mnist79_m.gnrc=0_m.lr=0.01,0.04685089737176895,8.646167771075852e-06,64,15000,1e-05,0.0,256,0.01,0,0.01,d.n=mnist79_m.gnrc=0_m.lr=0.01,shallow,0,7.01105260848999,6.945679187774658,1.2119734287261963,1.2491854429244995,22.272708892822266,0.015538741312981438
187,5702.0,mnist12,10000,,0.34768420457839966,0.33289843797683716,./d.n=mnist12_m.gnrc=0.001_m.lr=0.1,0.020899679511785507,7.4871236392937135e-06,64,15000,1e-05,0.001,256,0.01,0,0.1,d.n=mnist12_m.gnrc=0.001_m.lr=0.1,shallow,0,2.539409637451172,2.6383066177368164,1.0909810066223145,1.1331605911254883,14.770437240600586,0.015388231016891166
188,2026.0,mnist16,10000,,0.5348684191703796,0.5031684041023254,./d.n=mnist16_m.gnrc=1e-05_m.lr=0.1,0.014448410831391811,7.39881579647772e-06,64,15000,1e-05,1e-05,256,0.01,0,0.1,d.n=mnist16_m.gnrc=1e-05_m.lr=0.1,shallow,0,1.866064429283142,1.9543229341506958,1.0690747499465942,1.098297119140625,10.270302772521973,0.012317971818206689
189,4317.0,mnist37,10000,,0.89805006980896,0.8797802329063416,./d.n=mnist37_m.gnrc=1e-05_m.lr=0.01,0.02957928739488125,2.5344681489514187e-05,64,15000,1e-05,1e-05,256,0.01,0,0.01,d.n=mnist37_m.gnrc=1e-05_m.lr=0.01,shallow,0,4.040624618530273,4.070231914520264,1.072241187095642,1.067262887954712,13.856094360351562,0.012178375361415156
190,2339.0,mnist89,10000,,0.8856585025787354,0.8022052049636841,./d.n=mnist89_m.gnrc=0.0001_m.lr=0.1,0.03906426578760147,8.120566235447768e-06,64,15000,1e-05,0.0001,256,0.01,0,0.1,d.n=mnist89_m.gnrc=0.0001_m.lr=0.1,shallow,0,3.431997060775757,3.5465123653411865,1.2341846227645874,1.256198763847351,22.312103271484375,0.019244733361325934
191,3968.0,mnist36,10000,,0.6942045092582703,0.6764481067657471,./d.n=mnist36_m.gnrc=1e-05_m.lr=0.01,0.010618570260703564,1.4732929230376612e-05,64,15000,1e-05,1e-05,256,0.01,0,0.01,d.n=mnist36_m.gnrc=1e-05_m.lr=0.01,shallow,0,2.968456506729126,2.959869861602783,1.008932113647461,1.0725185871124268,8.947057723999023,0.010014074299825478
192,5304.0,mnist06,10000,,0.39449620246887207,0.32869794964790344,./d.n=mnist06_m.gnrc=0.0001_m.lr=0.01,0.025375626981258392,8.641127351438627e-06,64,15000,1e-05,0.0001,256,0.01,0,0.01,d.n=mnist06_m.gnrc=0.0001_m.lr=0.01,shallow,0,3.864663600921631,3.6976475715637207,1.043203353881836,1.040191650390625,11.976089477539062,0.01164268494728668
