,dataset.seed,dataset.samples_train,weights_product,gradient_norm_squared_test,gradient_norm_squared_train,gradient_norm_test,gradient_norm_train,loss_test,loss_train,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_rms
106,12.0,9.0,12.177713394165039,1.5788220167160034,1.6795439720153809,1.0801842212677002,1.0710550546646118,0.0008436337811872363,1.2494326862184935e-13,2.802471160888672,3.8620033264160156,0.6469219923019409,0.7444452047348022,0.6853018131838682
107,12.0,10.0,8.87762451171875,1.7189370393753052,1.470712661743164,1.1064656972885132,1.0020742416381836,7.610325701534748e-05,2.4191759028955803e-14,2.7226204872131348,2.8653564453125,0.6378814578056335,0.7122839093208313,0.6703948751706149
108,13.0,2.0,0.3077116906642914,0.09362389892339706,0.04728520289063454,0.3044464886188507,0.15376150608062744,0.17803874611854553,2.886579864025407e-14,0.007143755909055471,0.15044596791267395,0.2146252691745758,0.30875176191329956,0.6676276061622033
109,13.0,3.0,2.7743093967437744,0.44896191358566284,0.6212379336357117,0.5587844848632812,0.540435254573822,0.06581919640302658,6.733618116118109e-16,0.6989351511001587,1.2236883640289307,0.30391764640808105,0.49914324283599854,0.6687635436730333
110,13.0,4.0,9.29531478881836,1.3472594022750854,0.8908153772354126,0.990337610244751,0.7981669902801514,0.014444009400904179,1.2004286453759505e-14,1.8808939456939697,3.6831963062286377,0.6486122012138367,0.8438414931297302,0.6884906446928017
111,13.0,5.0,7.174851894378662,0.9807854294776917,0.787960410118103,0.8760484457015991,0.7339670658111572,0.00430843373760581,6.908362601323447e-15,1.562720775604248,2.6749510765075684,0.5903607606887817,0.7141988277435303,0.6751723692941825
112,13.0,6.0,13.344704627990723,1.6142343282699585,2.0230178833007812,1.0458552837371826,1.0245288610458374,0.005193950608372688,1.2804572499687788e-14,1.897603988647461,4.064915180206299,0.6676024794578552,0.7456334829330444,0.70250308312527
113,13.0,7.0,15.648565292358398,2.6975948810577393,6.556561470031738,1.2748690843582153,1.5746463537216187,0.011036772280931473,4.1587765945826777e-14,2.4215986728668213,4.12724494934082,0.7110236883163452,0.8406723737716675,0.6950539187101643
114,13.0,8.0,19.82868003845215,1.8809677362442017,0.8860551118850708,1.1502615213394165,0.7189093828201294,0.006604533176869154,6.752627970674219e-14,3.3145480155944824,5.451131343841553,0.7341642379760742,0.8184367418289185,0.7274791569619385
115,13.0,9.0,11.09269905090332,1.3029192686080933,1.062725305557251,0.9879937767982483,0.8015344142913818,0.0006747998995706439,4.522925206563132e-14,2.779890537261963,3.443251848220825,0.6325207948684692,0.7192097306251526,0.6768487465676647
