,actual_epochs,dataset.name,dataset.samples_train,gradient_norm_test,gradient_norm_train,log_dir,loss_test,loss_train,model.batch_size,model.epochs,model.error_threshold,model.hidden_size,model.init_scale,model.iteration,model.learning_rate,model.model_id,model.name,model.path_length_f_reg_coef,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_product,weights_rms
73,1698,mnist13,10000,0.5875748991966248,0.5531681776046753,./d.n=mnist13_m.plfrc=0,0.013924895785748959,2.050799594144337e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist13_m.plfrc=0,shallow,0.0,2.203122615814209,2.2761573791503906,1.0648329257965088,1.1411759853363037,13.019584655761719,0.013237255874140964
74,1096,mnist37,10000,0.7576658725738525,0.6788930892944336,./d.n=mnist37_m.plfrc=0,0.030995814129710197,1.1570598871912807e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist37_m.plfrc=0,shallow,0.0,2.7633602619171143,2.6925508975982666,1.1416242122650146,1.2457466125488281,16.58748435974121,0.015032842865839644
75,1974,mnist89,10000,1.0688327550888062,0.9807003140449524,./d.n=mnist89_m.plfrc=0,0.042797014117240906,9.041394150699489e-06,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist89_m.plfrc=0,shallow,0.0,3.616630792617798,3.7627382278442383,1.3071913719177246,1.305162787437439,23.830860137939453,0.02026949231855007
76,1499,mnist68,10000,0.8536313772201538,0.7814122438430786,./d.n=mnist68_m.plfrc=0,0.037048861384391785,1.714724385237787e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist68_m.plfrc=0,shallow,0.0,2.893282175064087,2.9423816204071045,1.2334049940109253,1.2111858129501343,18.800321578979492,0.016772504867074364
77,1883,mnist38,10000,1.1934046745300293,1.0799733400344849,./d.n=mnist38_m.plfrc=0,0.04847920313477516,2.7289568606647663e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist38_m.plfrc=0,shallow,0.0,4.1955437660217285,4.284253120422363,1.3279520273208618,1.3673158884048462,28.92203712463379,0.022785062525448627
78,1109,mnist46,10000,0.713663637638092,0.6741660237312317,./d.n=mnist46_m.plfrc=0,0.03063924051821232,9.725604286359157e-06,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist46_m.plfrc=0,shallow,0.0,2.506776809692383,2.4800469875335693,1.208755612373352,1.171997308731079,14.367292404174805,0.014070573029030989
79,1023,mnist57,10000,0.6651018261909485,0.6165893077850342,./d.n=mnist57_m.plfrc=0,0.02255406230688095,1.619292379473336e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist57_m.plfrc=0,shallow,0.0,2.4353556632995605,2.4860801696777344,1.1105916500091553,1.2008122205734253,12.706655502319336,0.013361730120366828
80,1146,mnist02,10000,0.6769651174545288,0.6031804084777832,./d.n=mnist02_m.plfrc=0,0.0216660276055336,1.781032551662065e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist02_m.plfrc=0,shallow,0.0,2.5860471725463867,2.5188071727752686,1.230873703956604,1.2526901960372925,15.853191375732422,0.015012202615361181
81,1421,mnist36,10000,0.6427738070487976,0.5837513208389282,./d.n=mnist36_m.plfrc=0,0.016986818984150887,1.605763281986583e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist36_m.plfrc=0,shallow,0.0,2.2345283031463623,2.27166748046875,1.2103700637817383,1.2315969467163086,12.832487106323242,0.013956913222251307
82,668,mnist25,10000,0.700610876083374,0.699167013168335,./d.n=mnist25_m.plfrc=0,0.01471773348748684,1.9929735572077334e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist25_m.plfrc=0,shallow,0.0,2.771655797958374,2.8067591190338135,1.2233009338378906,1.2706481218338013,13.988481521606445,0.01416194567617618
83,949,mnist27,10000,0.9619035720825195,0.9244577884674072,./d.n=mnist27_m.plfrc=0,0.03786947578191757,1.1117766007373575e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist27_m.plfrc=0,shallow,0.0,2.7708992958068848,2.81662654876709,1.1692371368408203,1.2073935270309448,18.027185440063477,0.015631283708979888
84,1194,mnist01,10000,0.44736939668655396,0.42017945647239685,./d.n=mnist01_m.plfrc=0,0.001405710936523974,8.951723430072889e-06,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist01_m.plfrc=0,shallow,0.0,1.2899863719940186,1.3031408786773682,1.0904237031936646,1.1281492710113525,7.438018798828125,0.010184118047168698
85,1021,mnist45,10000,0.5680666565895081,0.534834623336792,./d.n=mnist45_m.plfrc=0,0.01266492623835802,1.343895110039739e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist45_m.plfrc=0,shallow,0.0,2.5630414485931396,2.5988452434539795,1.200456142425537,1.1752345561981201,13.629995346069336,0.014207860145385548
86,1346,mnist49,10000,1.2748268842697144,1.1701003313064575,./d.n=mnist49_m.plfrc=0,0.07990686595439911,1.4033786101208534e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist49_m.plfrc=0,shallow,0.0,4.961932182312012,4.981501579284668,1.3154888153076172,1.3535292148590088,31.499004364013672,0.021976316343079807
87,1511,mnist79,10000,1.0993261337280273,1.0307533740997314,./d.n=mnist79_m.plfrc=0,0.04532254859805107,1.6536634575459175e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist79_m.plfrc=0,shallow,0.0,4.004818439483643,4.082477569580078,1.2640602588653564,1.2560681104660034,27.799163818359375,0.020009728799183047
88,1678,mnist03,10000,0.6595683097839355,0.5943909883499146,./d.n=mnist03_m.plfrc=0,0.01081352960318327,1.646148848521989e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist03_m.plfrc=0,shallow,0.0,2.3357133865356445,2.486064910888672,1.1851886510849,1.2742722034454346,14.086846351623535,0.014643656853055013
89,2101,mnist06,10000,0.8807218074798584,0.7696040868759155,./d.n=mnist06_m.plfrc=0,0.031242821365594864,1.6161960957106203e-05,64,10000,1e-05,256,0.01,0,0.1,d.n=mnist06_m.plfrc=0,shallow,0.0,2.8182129859924316,2.7769596576690674,1.2092039585113525,1.2143458127975464,17.88905143737793,0.01654847652557406
